47,-16.3
141,-11.2
234,1.3
328,-1.6
469,1.3
656,-1.6
844,-1.6
1031,-1.6
1313,-1.6
1688,4.3
2250,4.3
3000,-0.3
3750,5.0
4688,7.0
5813,5.9
7125,-1.6
9000,0.3
11250,-1.4
13875,-5.0
19688,5.9
