47,-16.3
141,-13.8
234,-1.6
328,-1.6
469,-1.6
656,-1.6
844,-1.6
1031,-1.6
1313,-1.6
1688,4.3
2250,4.3
3000,1.1
3750,5.7
4688,4.5
5813,5.9
7125,-1.6
9000,0.3
11250,2.2
13875,-3.4
19688,-4.2
